0.0,21.0,25.0
0.5,23.62,25.0
1.0,22.75,25.0
1.5,25.0,25.0
2.0,24.5,25.0
2.5,25.25,25.0
3.0,24.5,25.0
3.5,25.12,25.0
4.0,25.12,25.0
4.5,22.5,25.0
5.0,24.62,25.0
5.5,24.62,25.0
6.0,24.62,25.0
6.5,24.5,25.0
7.0,24.5,25.0
7.5,22.25,25.0
8.0,22.25,25.0
8.5,25.0,25.0
9.0,25.12,25.0
9.5,24.62,25.0
10.0,25.0,25.0
10.5,24.5,25.0
11.0,23.25,25.0
11.5,25.0,25.0
12.0,25.12,25.0
12.5,24.25,25.0
13.0,24.62,25.0
13.5,24.62,25.0
14.0,24.5,25.0
14.5,24.5,25.0
15.0,25.37,25.0
15.5,24.62,25.0
16.0,24.5,25.0
16.5,24.5,25.0
17.0,25.37,25.0
17.5,24.25,25.0
18.0,24.25,25.0
18.5,23.75,25.0
19.0,24.62,25.0
19.5,24.62,25.0
20.0,24.75,25.0
20.5,24.75,25.0
21.0,24.75,25.0
21.5,25.25,25.0
22.0,25.25,25.0
22.5,24.5,25.0
23.0,24.5,25.0
23.5,24.37,25.0
24.0,24.25,25.0
24.5,24.37,25.0
25.0,24.25,25.0
25.5,24.25,25.0
26.0,24.5,25.0
26.5,24.37,25.0
27.0,25.0,25.0
27.5,24.5,25.0
28.0,24.37,25.0
28.5,24.37,25.0
29.0,24.37,25.0
29.5,24.5,25.0
30.0,24.62,25.0
30.5,24.62,25.0
31.0,24.5,25.0
31.5,24.5,25.0
32.0,24.5,25.0
32.5,23.5,25.0
33.0,24.37,25.0
33.5,23.62,25.0
34.0,23.62,25.0
34.5,24.62,25.0
35.0,23.5,25.0
35.5,23.5,25.0
36.0,25.0,25.0
36.5,25.12,25.0
37.0,25.37,25.0
37.5,25.37,25.0
38.0,25.0,25.0
38.5,25.37,25.0
39.0,25.37,25.0
39.5,24.0,25.0
40.0,25.0,25.0
40.5,25.37,25.0
41.0,25.0,25.0
41.5,25.0,25.0
42.0,25.12,25.0
42.5,25.12,25.0
43.0,24.5,25.0
43.5,24.5,25.0
44.0,24.25,25.0
44.5,25.25,25.0
45.0,25.25,25.0
45.5,24.37,25.0
46.0,25.12,25.0
46.5,25.12,25.0
47.0,24.75,25.0
47.5,24.25,25.0
48.0,24.25,25.0
48.5,25.12,25.0
49.0,23.37,25.0
49.5,23.37,25.0
50.0,24.75,25.0
50.5,25.37,25.0
51.0,25.25,25.0
51.5,25.5,25.0
52.0,25.12,25.0
52.5,25.12,25.0
53.0,25.37,25.0
53.5,25.37,25.0
54.0,25.0,25.0
54.5,25.0,25.0
55.0,24.62,25.0
55.5,25.25,25.0
56.0,25.37,25.0
56.5,25.12,25.0
57.0,25.12,25.0
57.5,24.37,25.0
58.0,24.5,25.0
58.5,25.25,25.0
59.0,25.12,25.0
59.5,25.62,25.0
60.0,25.62,25.0
60.5,25.12,25.0
61.0,25.0,25.0
61.5,25.0,25.0
62.0,24.12,25.0
62.5,23.37,25.0
63.0,25.5,25.0
63.5,25.5,25.0
64.0,25.37,25.0
64.5,25.37,25.0
65.0,25.5,25.0
65.5,25.5,25.0
66.0,24.5,25.0
66.5,24.5,25.0
67.0,25.5,25.0
67.5,25.5,25.0
68.0,25.5,25.0
68.5,25.5,25.0
69.0,25.25,25.0
69.5,26.12,25.0
70.0,25.5,25.0
70.5,25.37,25.0
71.0,25.5,25.0
71.5,25.25,25.0
72.0,25.75,25.0
72.5,25.75,25.0
73.0,25.5,25.0
73.5,25.5,25.0
74.0,25.5,25.0
74.5,26.25,25.0
75.0,26.0,25.0
75.5,26.0,25.0
76.0,25.62,25.0
76.5,26.12,25.0
77.0,26.37,25.0
77.5,26.37,25.0
78.0,26.5,25.0
78.5,26.5,25.0
79.0,25.25,25.0
79.5,25.25,25.0
80.0,26.25,25.0
80.5,26.25,25.0
81.0,25.25,25.0
81.5,26.5,25.0
82.0,26.25,25.0
82.5,26.25,25.0
83.0,25.37,25.0
83.5,25.37,25.0
84.0,26.37,25.0
84.5,26.37,25.0
85.0,26.25,25.0
85.5,26.37,25.0
86.0,26.37,25.0
86.5,24.12,25.0
87.0,24.12,25.0
87.5,26.12,25.0
88.0,26.12,25.0
88.5,25.5,25.0
89.0,26.62,25.0
89.5,26.75,25.0
90.0,26.75,25.0
90.5,26.5,25.0
91.0,26.5,25.0
91.5,26.5,25.0
92.0,26.25,25.0
92.5,26.62,25.0
93.0,26.62,25.0
93.5,26.62,25.0
94.0,27.12,25.0
94.5,26.12,25.0
95.0,24.37,25.0
95.5,26.5,25.0
96.0,26.5,25.0
96.5,26.5,25.0
97.0,25.12,25.0
97.5,25.12,25.0
98.0,25.0,25.0
98.5,26.37,25.0
99.0,26.37,25.0
99.5,27.0,25.0
100.0,27.37,25.0
100.5,27.0,25.0
101.0,27.5,25.0
101.5,25.37,25.0
102.0,25.37,25.0
102.5,27.12,25.0
103.0,27.25,25.0
103.5,27.25,25.0
104.0,26.75,25.0
104.5,26.5,25.0
105.0,26.5,25.0
105.5,26.25,25.0
106.0,27.5,25.0
106.5,27.37,25.0
107.0,27.25,25.0
107.5,27.25,25.0
108.0,27.5,25.0
108.5,27.25,25.0
109.0,27.25,25.0
109.5,27.25,25.0
110.0,27.0,25.0
110.5,25.62,25.0
111.0,25.37,25.0
111.5,27.12,25.0
112.0,27.5,25.0
112.5,27.5,25.0
113.0,28.37,25.0
113.5,28.37,25.0
114.0,26.5,25.0
114.5,27.5,25.0
115.0,28.37,25.0
115.5,28.37,25.0
116.0,27.62,25.0
116.5,27.62,25.0
117.0,27.75,25.0
117.5,27.75,25.0
118.0,26.12,25.0
118.5,28.12,25.0
119.0,28.0,25.0
119.5,27.5,25.0
120.0,27.75,25.0
120.5,27.75,25.0
121.0,27.37,25.0
121.5,27.75,25.0
122.0,28.62,25.0
122.5,28.62,25.0
123.0,28.12,25.0
123.5,27.5,25.0
124.0,26.62,25.0
124.5,28.25,25.0
125.0,28.25,25.0
125.5,28.25,25.0
126.0,28.25,25.0
126.5,28.25,25.0
127.0,28.62,25.0
127.5,28.62,25.0
128.0,28.25,25.0
128.5,28.5,25.0
129.0,29.25,25.0
129.5,28.12,25.0
130.0,29.37,25.0
130.5,29.37,25.0
131.0,28.37,25.0
131.5,29.37,25.0
132.0,29.37,25.0
132.5,28.37,25.0
133.0,28.37,25.0
133.5,29.12,25.0
134.0,29.25,25.0
134.5,27.37,25.0
135.0,27.37,25.0
135.5,29.37,25.0
136.0,29.62,25.0
136.5,29.62,25.0
137.0,29.37,25.0
137.5,29.37,25.0
138.0,29.25,25.0
138.5,29.25,25.0
139.0,28.25,25.0
139.5,29.5,25.0
140.0,29.37,25.0
140.5,30.25,25.0
141.0,30.25,25.0
141.5,30.25,25.0
142.0,29.37,25.0
142.5,30.37,25.0
143.0,30.37,25.0
143.5,30.25,25.0
144.0,30.0,25.0
144.5,28.62,25.0
145.0,30.25,25.0
145.5,30.25,25.0
146.0,29.37,25.0
146.5,29.37,25.0
147.0,28.0,25.0
147.5,28.0,25.0
148.0,30.12,25.0
148.5,30.5,25.0
