0,80.5
1,80.75
2,80.25
3,80.5
4,80.75
5,80.75
6,80.5
7,80.0
8,80.75
9,80.25
10,80.5
11,80.75
12,81.0
13,80.0
14,79.75
15,80.25
16,80.5
17,80.25
18,80.0
19,80.75
20,80.5
21,80.25
22,80.0
23,80.5
24,80.5
25,79.75
26,80.25
27,79.75
28,80.0
29,80.0
30,79.5
31,80.0
32,80.25
33,80.0
34,79.75
35,79.75
36,79.75
37,79.75
38,78.75
39,79.5
40,79.5
41,79.5
42,79.25
43,79.5
44,79.5
45,78.5
46,78.75
47,78.25
48,78.75
49,79.0
50,78.0
51,78.5
52,78.25
53,78.0
54,78.0
55,78.0
56,78.0
57,77.75
58,77.75
59,78.0
60,77.5
61,77.5
62,77.75
63,77.25
64,76.75
65,77.0
66,76.75
67,77.0
68,76.75
69,76.75
70,76.0
71,76.5
72,75.75
73,76.0
74,76.0
75,75.75
76,75.25
77,75.5
78,75.0
79,74.75
80,75.0
81,75.0
82,74.75
83,74.75
84,74.5
85,74.0
86,73.75
87,74.0
88,73.5
89,73.75
90,73.75
91,73.25
92,73.25
93,72.75
94,72.5
95,72.75
96,72.0
97,72.25
98,71.5
99,72.0
100,71.75
101,71.75
102,71.5
103,71.5
104,71.0
105,70.75
106,71.0
107,70.5
108,70.25
109,69.75
110,70.5
111,70.5
112,70.25
113,69.75
114,69.75
115,69.5
116,69.5
117,69.0
118,69.0
119,69.0
120,68.75
121,68.75
122,68.5
123,68.25
124,67.5
125,68.0
126,67.5
127,68.0
128,67.5
129,67.0
130,67.0
131,67.0
132,67.25
133,66.75
134,66.75
135,66.0
136,66.0
137,66.0
138,66.0
139,65.75
140,65.75
141,66.0
142,65.0
143,64.75
144,65.25
145,64.5
146,64.75
147,64.25
148,64.0
149,64.5
150,64.25
151,64.25
152,63.5
153,63.25
154,63.25
155,63.25
156,63.0
157,62.75
158,63.0
159,62.75
160,62.5
161,62.25
162,62.0
163,62.25
164,62.0
165,61.5
166,62.0
167,61.75
168,61.75
169,61.25
170,61.0
171,60.75
172,60.25
173,61.0
174,60.0
175,60.5
176,60.5
177,59.75
178,59.75
179,59.5
180,60.0
181,59.25
182,59.5
183,59.25
184,59.25
185,59.5
186,59.0
187,59.0
188,59.0
189,57.75
190,58.0
191,58.0
192,58.25
193,58.25
194,58.0
195,58.0
196,57.5
197,57.25
198,57.5
199,57.0
200,57.0
201,57.0
202,56.75
203,56.25
204,56.0
205,55.75
206,56.0
207,55.75
208,55.25
209,55.75
210,55.75
211,55.0
212,54.75
213,55.25
214,55.25
215,54.75
216,54.75
217,55.0
218,54.5
219,54.0
220,54.0
221,54.0
222,53.75
223,53.5
224,53.25
225,53.5
226,53.5
227,53.0
228,53.0
229,53.0
230,52.75
231,52.75
232,53.0
233,52.75
234,52.5
235,52.25
236,51.75
237,52.0
238,51.75
239,51.75
240,51.5
241,51.5
242,51.25
243,51.5
244,51.25
245,51.0
246,51.25
247,51.0
248,51.0
249,50.75
250,50.5
251,50.5
252,50.25
253,50.25
254,50.25
255,49.5
256,49.75
257,49.75
258,49.25
259,49.5
260,49.5
261,49.0
262,48.75
263,49.0
264,49.0
265,49.0
266,48.5
267,48.75
268,48.25
269,48.5
270,48.0
271,48.0
272,48.25
273,47.75
274,47.25
275,47.75
276,47.5
277,47.5
278,47.5
279,47.75
280,46.75
281,47.0
282,46.25
283,46.5
284,46.5
285,46.75
286,46.0
287,46.0
288,46.75
289,46.25
290,46.25
291,45.5
292,46.0
293,45.5
294,45.75
295,45.75
296,45.5
297,45.75
298,45.5
299,45.25
300,45.5
301,45.0
302,45.25
303,44.75
304,45.0
305,45.0
306,44.5
307,44.25
308,44.25
309,44.75
310,44.5
311,44.0
312,44.0
313,44.25
314,44.0
315,43.75
316,44.0
317,43.5
318,43.75
319,43.75
320,43.25
321,43.25
322,43.25
323,43.5
324,43.0
325,43.0
326,43.25
327,43.25
328,43.0
329,42.75
330,42.25
331,42.5
332,42.5
333,42.0
334,42.5
335,42.5
336,41.75
337,41.75
338,42.0
339,41.75
340,42.25
341,41.75
342,42.0
343,41.75
344,41.25
345,41.75
346,41.25
347,41.25
348,41.25
349,41.5
350,41.25
351,41.0
352,41.0
353,41.0
354,41.0
355,40.5
356,40.5
357,40.5
358,40.5
359,40.5
360,40.5
361,39.75
362,40.25
363,40.0
364,40.0
365,40.0
366,40.0
367,39.75
368,39.75
369,40.0
370,39.5
371,39.5
372,39.5
373,39.25
374,39.25
375,39.5
376,39.5
377,39.5
378,39.0
379,38.5
380,39.25
381,39.0
382,39.0
383,38.75
384,38.75
385,38.75
386,38.75
387,38.0
388,38.5
389,38.75
390,38.5
391,38.25
