0,164.0
1,164.25
2,164.5
3,164.5
4,164.25
5,164.0
6,164.0
7,164.75
8,164.0
9,163.75
10,163.75
11,163.5
12,164.0
13,163.5
14,163.25
15,162.5
16,163.0
17,162.75
18,162.0
19,162.5
20,162.5
21,162.0
22,161.5
23,161.25
24,161.25
25,160.75
26,160.5
27,160.25
28,159.75
29,159.25
30,159.5
31,158.5
32,158.0
33,158.0
34,156.75
35,157.0
36,156.25
37,156.25
38,156.25
39,155.5
40,155.5
41,154.25
42,154.5
43,153.75
44,153.25
45,152.75
46,153.25
47,152.75
48,151.75
49,151.5
50,151.25
51,150.25
52,150.25
53,149.25
54,149.25
55,148.75
56,148.5
57,148.0
58,147.5
59,147.0
60,146.5
61,145.75
62,145.75
63,144.75
64,145.0
65,144.0
66,143.25
67,143.25
68,143.0
69,142.25
70,141.25
71,140.75
72,141.0
73,139.75
74,139.5
75,139.25
76,138.0
77,137.75
78,137.0
79,137.0
80,136.75
81,136.0
82,135.25
83,135.25
84,133.25
85,133.5
86,133.5
87,132.5
88,132.5
89,131.5
90,131.5
91,130.5
92,130.0
93,129.25
94,128.75
95,128.0
96,128.0
97,127.25
98,127.0
99,126.5
100,125.75
101,125.25
102,124.75
103,124.75
104,124.0
105,122.75
106,123.75
107,122.75
108,122.25
109,121.75
110,121.0
111,121.25
112,120.0
113,119.75
114,119.5
115,119.25
116,118.25
117,118.25
118,117.25
119,117.0
120,116.5
121,116.25
122,115.75
123,115.25
124,114.75
125,114.25
126,113.5
127,113.5
128,112.25
129,112.75
130,111.5
131,111.75
132,111.5
133,111.25
134,110.5
135,110.25
136,109.75
137,109.75
138,109.0
139,108.75
140,108.25
141,108.0
142,107.0
143,107.0
144,107.0
145,106.25
146,105.75
147,105.5
148,105.25
149,103.75
150,103.0
151,102.75
152,102.25
153,102.0
154,101.5
155,100.75
156,100.75
157,100.25
158,100.5
159,99.75
160,99.75
161,99.0
162,98.75
163,97.75
164,98.25
165,97.0
166,97.25
167,96.75
168,96.5
169,96.5
170,96.0
171,95.75
172,95.5
173,95.25
174,94.75
175,94.5
176,94.0
177,93.25
178,93.0
179,92.75
180,92.75
181,92.5
182,91.25
183,91.75
184,91.5
185,91.0
186,91.0
187,90.0
188,89.75
189,89.75
190,89.75
191,88.5
192,88.75
193,88.5
194,88.25
195,88.0
196,87.0
197,86.75
198,86.5
199,86.75
200,86.5
201,86.25
202,85.5
203,85.5
204,85.25
205,85.0
206,84.5
207,84.0
208,84.0
209,83.5
210,83.25
211,83.25
212,82.75
213,82.5
214,81.75
215,82.0
216,81.75
217,81.25
218,81.0
219,81.0
220,80.75
221,80.5
222,80.25
223,79.75
224,79.75
225,79.5
226,79.5
227,79.25
228,79.0
229,78.75
230,78.5
231,77.75
232,77.25
233,77.75
234,77.5
235,76.75
236,77.25
237,76.5
238,76.75
239,76.25
240,76.25
241,76.0
242,75.75
243,75.25
244,74.5
245,74.5
246,74.75
247,74.5
248,74.25
249,73.5
250,74.0
251,73.25
252,72.5
253,73.0
254,72.75
255,72.5
256,72.25
257,72.0
258,71.5
259,71.75
260,71.5
261,71.5
262,71.0
263,71.0
264,71.0
265,70.75
266,70.5
267,70.5
268,70.0
269,69.75
270,69.5
271,69.75
272,68.75
273,68.75
274,69.0
275,68.75
276,68.5
277,68.25
278,68.0
279,68.25
280,67.25
281,67.75
282,67.5
283,67.0
284,67.0
285,66.75
286,67.0
287,66.75
288,66.5
289,66.0
290,66.25
291,65.75
292,65.75
293,65.75
294,65.0
295,65.0
296,65.0
297,65.0
298,64.25
299,64.75
300,64.75
301,64.0
302,64.0
303,63.5
304,63.75
305,64.0
306,63.25
307,63.0
308,63.0
309,63.0
310,62.75
311,62.75
312,62.0
313,62.25
314,62.0
315,61.5
316,62.0
317,62.0
318,61.25
319,61.25
320,61.0
321,61.0
322,61.25
323,60.5
324,60.5
325,60.5
326,61.0
327,60.5
328,60.25
329,60.0
330,60.0
331,59.75
332,59.25
333,59.5
334,59.0
335,59.25
336,59.0
337,59.0
338,58.5
339,58.5
340,58.75
341,58.5
342,58.25
343,58.0
344,57.75
345,57.75
346,57.5
347,57.25
348,57.5
349,57.0
350,56.5
351,57.0
352,57.0
353,56.5
354,56.25
355,56.25
356,56.0
357,56.0
358,55.75
359,56.0
360,55.75
361,55.0
362,55.25
363,55.25
364,55.25
365,54.75
366,55.25
367,54.75
368,54.75
369,54.75
370,54.5
371,54.0
372,54.5
373,53.75
374,54.0
375,53.75
376,53.75
377,53.25
378,53.5
379,53.25
380,53.0
381,53.0
382,52.5
383,52.75
384,52.5
385,52.25
386,52.5
387,52.0
388,52.25
389,52.25
390,51.5
391,52.0
392,51.75
393,51.25
394,51.5
395,50.75
396,51.5
397,51.0
398,51.0
399,51.25
400,51.0
401,50.75
402,50.25
403,50.75
404,50.75
405,50.0
406,50.5
407,50.25
408,50.25
409,49.5
410,50.0
411,49.25
412,49.75
413,49.0
414,49.5
415,49.5
416,49.25
417,48.75
418,49.25
419,49.0
420,48.5
421,48.5
422,49.0
423,48.25
424,48.5
425,47.75
426,48.0
427,48.25
428,47.75
429,48.25
430,47.75
431,47.75
432,47.5
433,47.5
434,47.5
435,47.25
436,47.25
437,47.0
438,46.75
439,47.0
440,46.75
441,46.75
442,46.75
443,46.5
444,46.75
445,46.25
446,46.5
447,46.25
448,46.0
449,46.25
450,46.0
451,45.5
452,45.5
453,45.75
454,45.0
455,45.5
456,45.5
457,45.5
458,45.25
459,45.0
460,45.0
461,44.75
462,45.0
463,44.5
464,44.5
465,44.5
466,44.25
467,44.5
468,44.25
469,44.25
470,43.75
471,44.25
472,43.75
473,43.5
474,43.75
475,43.5
476,43.5
